"source"	"target"	"relation"	"relation long"	"tabletID"	"museum Nr"	"excavation Nr"	"publication"	"archive"	"text type"	"subtype"	"place of writing"	"date"	"reign"	"reign order"
"P13164"	P13874	"Mother of"	"Mother of Bulliṭiššu"	"T00746"	"BM 64177"		"Waerzeggers 2014, no. 139"	"Ṣāhit-ginê A"	"Legal document"	"marriage agreement"	"Babylon"	".0. Darius I"	Darius I	16
"P13172"	P14096	"Mother of"	"Mother of Itti-Ninlil-īnīa"	"T00746"	"BM 64177"		"Waerzeggers 2014, no. 139"	"Ṣāhit-ginê A"	"Legal document"	"marriage agreement"	"Babylon"	".0. Darius I"	Darius I	16
"P13164"	P14564	"Wife of"	"Wife of Nādin-ahi"	"T00746"	"BM 64177"		"Waerzeggers 2014, no. 139"	"Ṣāhit-ginê A"	"Legal document"	"marriage agreement"	"Babylon"	".0. Darius I"	Darius I	16
"P01529"	P00713	"Brother of"	"Brother of [Ina]-Esagil-ramât"	"T00747"	"VAT 448"		"Baker 2004, no. 161"	"Nappāhu"	"Legal document"	"promissory note"	"Nabatu"	"25.6.04 Cambyses"	Cambyses	12
"P00713"	P01529	"Sister of"	"Sister of Tab[nē]a"	"T00747"	"VAT 448"		"Baker 2004, no. 161"	"Nappāhu"	"Legal document"	"promissory note"	"Nabatu"	"25.6.04 Cambyses"	Cambyses	12
"P14982"	P06049	"Superior of"	"Superior of Abdī"	"T00750"	"BM 74520"		"Waerzeggers 2014, no. 140"	"Ṣāhit-ginê A"	"Legal document"	"bond"	"Babylon"	"27.3. Darius I"	Darius I	16
"P14165"	P14921	"Subordinate of"	"Subordinate of Talīmu"	"T00751"	"BM 74533"		"Waerzeggers 2014, no. 141"	"Ṣāhit-ginê A"	"Legal document"	"receipt"	"Sippar"	"30.5. Darius I"	Darius I	16
"P14921"	P14165	"Superior of"	"Superior of Marduk-bān-zēri"	"T00751"	"BM 74533"		"Waerzeggers 2014, no. 141"	"Ṣāhit-ginê A"	"Legal document"	"receipt"	"Sippar"	"30.5. Darius I"	Darius I	16
"P22913"	P27596	"Subordinate of"	"Subordinate of Nabû-šumu-līšir"	"T00755"	"BM 29087"		"Waerzeggers 2010, no. 76"	"Bēlia’u"	"Legal document"	"receipt"	"Borsippa"	"29.4.04 Darius I"	Darius I	16
"P27596"	P22913	"Superior of"	"Superior of Bēl-iddin"	"T00755"	"BM 29087"		"Waerzeggers 2010, no. 76"	"Bēlia’u"	"Legal document"	"receipt"	"Borsippa"	"29.4.04 Darius I"	Darius I	16
"P25637"	P25170	"Subordinate of"	"Subordinate of Uššāya"	"T00757"	"BM 29400"		"Waerzeggers 2010, no. 78"	"Bēlia’u"	"Legal document"	"work contract"	"Borsippa"	"29.8.05 Darius I"	Darius I	16
"P25170"	P25637	"Superior of"	"Superior of Nabû-ittannu"	"T00757"	"BM 29400"		"Waerzeggers 2010, no. 78"	"Bēlia’u"	"Legal document"	"work contract"	"Borsippa"	"29.8.05 Darius I"	Darius I	16
"P27692"	P18695	"Subordinate of"	"Subordinate of Nabû-bēl-šumāti"	"T00758"	"BM 96226"		"Waerzeggers 2010, no. 79"	"Bēlia’u"	"Legal document"	"work contract"	"Broken/Unclear"	".0. Darius I"	Darius I	16
"P18695"	P27692	"Superior of"	"Superior of Nabû-bēl-māri"	"T00758"	"BM 96226"		"Waerzeggers 2010, no. 79"	"Bēlia’u"	"Legal document"	"work contract"	"Broken/Unclear"	".0. Darius I"	Darius I	16
"P27733"	P25648	"Subordinate of"	"Subordinate of Nabû-bullissu"	"T00760"	"BM 29065"		"Waerzeggers 2010, no. 81"	"Bēlia’u"	"Administrative document"	"outgoing"	"Not mentioned"	"02.2.08 Darius I"	Darius I	16
"P25648"	P27733	"Superior of"	"Superior of Murašû"	"T00760"	"BM 29065"		"Waerzeggers 2010, no. 81"	"Bēlia’u"	"Administrative document"	"outgoing"	"Not mentioned"	"02.2.08 Darius I"	Darius I	16
"P12336"	P11567	"Child of"	"Child of Balāṭu"	"T00782"	"Bodleian A 88"		"Joannès 1989, pp. 264-265"	"Ea-ilūtu-bāni, Ilī-bāni, Nanāhu"	"Legal document"	"promissory note"	"Borsippa"	"07.13.40 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P11567"	P12336	"Father of"	"Father of Rēmūt-Nabû"	"T00782"	"Bodleian A 88"		"Joannès 1989, pp. 264-265"	"Ea-ilūtu-bāni, Ilī-bāni, Nanāhu"	"Legal document"	"promissory note"	"Borsippa"	"07.13.40 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P12159"	P12115	"Child of"	"Child of Nabû-mukīn-zēri"	"T00783"	"Bodleian A 89"		"Joannès 1989, p. 265"	"Ea-ilūtu-bāni, Ilī-bāni, Nanāhu"	"Legal document"	"promissory note, with interest"	"Borsippa"	"22.12.28 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P12115"	P12159	"Father of"	"Father of Lūṣi-ana-nūr-Marduk"	"T00783"	"Bodleian A 89"		"Joannès 1989, p. 265"	"Ea-ilūtu-bāni, Ilī-bāni, Nanāhu"	"Legal document"	"promissory note, with interest"	"Borsippa"	"22.12.28 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P12378"	P13561	"Master of"	"Master of Nabû-pî-uṣur"	"T00785"	"Bodleian A 92"		"Joannès 1989, p. 267"	"Ea-ilūtu-bāni, Ilī-bāni, Nanāhu"	"Legal document"	"promissory note"	"Borsippa"	"11.8.34 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P13561"	P12378	"Subordinate of"	"Subordinate of Nūr-Marduk"	"T00785"	"Bodleian A 92"		"Joannès 1989, p. 267"	"Ea-ilūtu-bāni, Ilī-bāni, Nanāhu"	"Legal document"	"promissory note"	"Borsippa"	"11.8.34 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P13024"	P13563	"Master of"	"Master of Nabû-˹rēmu-šukun˺"	"T00787"	"Bodleian A 95"		"Joannès 1989, pp. 269-270"	"Ea-ilūtu-bāni, Ilī-bāni, Nanāhu"	"Legal document"	"promissory note"	"Sūr-amīlāti"	"14.7.31 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P13563"	P13024	"Subordinate of"	"Subordinate of Nabû-šumu-iškun"	"T00787"	"Bodleian A 95"		"Joannès 1989, pp. 269-270"	"Ea-ilūtu-bāni, Ilī-bāni, Nanāhu"	"Legal document"	"promissory note"	"Sūr-amīlāti"	"14.7.31 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P12463"	P13560	"Master of"	"Master of Nabû-mukku-elip"	"T00791"	"Bodleian A 102"		"Joannès 1989, pp. 272-273"	"Ea-ilūtu-bāni, Ilī-bāni, Nanāhu"	"Legal document"	"promissory note"	"Borsippa"	"12.13.07 Nabonidus"	Nabonidus	10
"P13560"	P12463	"Subordinate of"	"Subordinate of Zēr-Bābili"	"T00791"	"Bodleian A 102"		"Joannès 1989, pp. 272-273"	"Ea-ilūtu-bāni, Ilī-bāni, Nanāhu"	"Legal document"	"promissory note"	"Borsippa"	"12.13.07 Nabonidus"	Nabonidus	10
"P11624"	P12128	"Subordinate of"	"Subordinate of Nabû-mukīn-zēri"	"T00794"	"Bodleian A 107"		"Joannès 1989, pp. 274-275"	"Ea-ilūtu-bāni, Ilī-bāni, Nanāhu"	"Legal document"	"receipt"	"Borsippa"	"26.8.16 Nabonidus"	Nabonidus	10
"P12128"	P11624	"Superior of"	"Superior of Bēl-ahhē-erība"	"T00794"	"Bodleian A 107"		"Joannès 1989, pp. 274-275"	"Ea-ilūtu-bāni, Ilī-bāni, Nanāhu"	"Legal document"	"receipt"	"Borsippa"	"26.8.16 Nabonidus"	Nabonidus	10
"P10637"	P12306	"Master of"	"Master of Šahurratu"	"T00798"	"Bodleian A 119"		"Joannès 1989, pp. 280-281"	"Ea-ilūtu-bāni, Ilī-bāni, Nanāhu"	"Legal document"	"promissory note, with interest"	"Borsippa"	"07.13.15 Darius I"	Darius I	16
"P12306"	P10637	"Subordinate of"	"Subordinate of Ahūšunu"	"T00798"	"Bodleian A 119"		"Joannès 1989, pp. 280-281"	"Ea-ilūtu-bāni, Ilī-bāni, Nanāhu"	"Legal document"	"promissory note, with interest"	"Borsippa"	"07.13.15 Darius I"	Darius I	16
"P00740"	P04999	"Master of"	"Master of Atkal-ana-Bēl"	"T00805"	"VAT 385"		"Baker 2004, no. 176"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"NN"	NN	null
"P03562"	P04999	"Master of"	"Master of Atkal-ana-Bēl"	"T00805"	"VAT 385"		"Baker 2004, no. 176"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"NN"	NN	null
"P04999"	P00740	"Slave of"	"Slave of Iddin-Nabû"	"T00805"	"VAT 385"		"Baker 2004, no. 176"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"NN"	NN	null
"P04999"	P03562	"Slave of"	"Slave of Na’id-Bēl"	"T00805"	"VAT 385"		"Baker 2004, no. 176"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"NN"	NN	null
"P15073"	P14082	"Brother of"	"Brother of Itti-Bēl-gūzu"	"T00807"	"BM 64211"		"Waerzeggers 2014, no. 143"	"Ṣāhit-ginê A"	"Legal document"	"receipt"	"Broken/Unclear"	".0. Darius I"	Darius I	16
"P14082"	P15073	"Brother of"	"Brother of [...]"	"T00807"	"BM 64211"		"Waerzeggers 2014, no. 143"	"Ṣāhit-ginê A"	"Legal document"	"receipt"	"Broken/Unclear"	".0. Darius I"	Darius I	16
"P02470"	P00005	"Agent of"	"Agent of Širku"	"T00808"	"BM 33936"		"Abraham 2004, no. 78"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note"	"Susa"	"3.13.16 Darius I"	Darius I	16
"P00005"	P02470	"Represented by"	"Represented by Nabû-uballissu"	"T00808"	"BM 33936"		"Abraham 2004, no. 78"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note"	"Susa"	"3.13.16 Darius I"	Darius I	16
"P01370"	P01645	"Child of"	"Child of Tabluṭ"	"T00812"	"VAT 383"		"Baker 2004, no. 177"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	".2. Darius I"	Darius I	16
"P01370"	P00521	"Master of"	"Master of Bānītu-rē’ûa"	"T00812"	"VAT 383"		"Baker 2004, no. 177"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	".2. Darius I"	Darius I	16
"P01645"	P00521	"Master of"	"Master of Bānītu-rē’ûa"	"T00812"	"VAT 383"		"Baker 2004, no. 177"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	".2. Darius I"	Darius I	16
"P01645"	P01370	"Mother of"	"Mother of Kusippitu"	"T00812"	"VAT 383"		"Baker 2004, no. 177"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	".2. Darius I"	Darius I	16
"P00521"	P01370	"Subordinate of"	"Subordinate of Kusippitu"	"T00812"	"VAT 383"		"Baker 2004, no. 177"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	".2. Darius I"	Darius I	16
"P00521"	P01645	"Subordinate of"	"Subordinate of Tabluṭ"	"T00812"	"VAT 383"		"Baker 2004, no. 177"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	".2. Darius I"	Darius I	16
"P04108"	P04105	"Brother of"	"Brother of Bēl-ittannu"	"T00815"	"VAT 180"		"Baker 2004, no. 178"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"02.5.19 Darius I"	Darius I	16
"P04105"	P04108	"Brother of"	"Brother of Mūrānu"	"T00815"	"VAT 180"		"Baker 2004, no. 178"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"02.5.19 Darius I"	Darius I	16
"P01370"	P01645	"Child of"	"Child of Tabluṭ"	"T00815"	"VAT 180"		"Baker 2004, no. 178"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"02.5.19 Darius I"	Darius I	16
"P01370"	P00521	"Master of"	"Master of Bānītu-rē’ûa"	"T00815"	"VAT 180"		"Baker 2004, no. 178"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"02.5.19 Darius I"	Darius I	16
"P01642"	P00521	"Master of"	"Master of Bānītu-rē’ûa"	"T00815"	"VAT 180"		"Baker 2004, no. 178"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"02.5.19 Darius I"	Darius I	16
"P01645"	P01370	"Mother of"	"Mother of Kusippitu"	"T00815"	"VAT 180"		"Baker 2004, no. 178"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"02.5.19 Darius I"	Darius I	16
"P00521"	P01370	"Subordinate of"	"Subordinate of Kusippitu"	"T00815"	"VAT 180"		"Baker 2004, no. 178"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"02.5.19 Darius I"	Darius I	16
"P00521"	P01642	"Subordinate of"	"Subordinate of Tabluṭ"	"T00815"	"VAT 180"		"Baker 2004, no. 178"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"02.5.19 Darius I"	Darius I	16
"P15083"	P14400	"Master of"	"Master of Nabû-ina-Esagil-lūmur"	"T00822"	"BM 84354"		"Waerzeggers 2014, no. 154"	"Ṣāhit-ginê A"	"Legal document"	"oath"	"Broken/Unclear"	".0. Darius I"	Darius I	16
"P14400"	P15083	"Subordinate of"	"Subordinate of [...]"	"T00822"	"BM 84354"		"Waerzeggers 2014, no. 154"	"Ṣāhit-ginê A"	"Legal document"	"oath"	"Broken/Unclear"	".0. Darius I"	Darius I	16
"P05959"	P05893	"Child of"	"Child of Marduk-rēmanni"	"T00823"	"BM 74632"		"Waerzeggers 2014, no. 155"	"Ṣāhit-ginê A"	"Legal document"	"promissory note, with pledge and interest"	"Susa"	"03.1.30 Darius I"	Darius I	16
"P05893"	P05959	"Father of"	"Father of Bēl-bullissu"	"T00823"	"BM 74632"		"Waerzeggers 2014, no. 155"	"Ṣāhit-ginê A"	"Legal document"	"promissory note, with pledge and interest"	"Susa"	"03.1.30 Darius I"	Darius I	16
"P01624"	P03043	"Husband of"	"Husband of Tupkītu"	"T00825"	"BM 92797"		"Baker 2004, no. 179a"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"16.13.20 Darius I"	Darius I	16
"P00740"	P00764	"Master of"	"Master of Itti-Bēl-gūzu"	"T00825"	"BM 92797"		"Baker 2004, no. 179a"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"16.13.20 Darius I"	Darius I	16
"P01624"	P00764	"Master of"	"Master of Itti-Bēl-gūzu"	"T00825"	"BM 92797"		"Baker 2004, no. 179a"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"16.13.20 Darius I"	Darius I	16
"P00764"	P00740	"Slave of"	"Slave of Iddin-Nabû"	"T00825"	"BM 92797"		"Baker 2004, no. 179a"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"16.13.20 Darius I"	Darius I	16
"P00764"	P01624	"Slave of"	"Slave of Šumu-iddin"	"T00825"	"BM 92797"		"Baker 2004, no. 179a"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"16.13.20 Darius I"	Darius I	16
"P03043"	P01624	"Wife of"	"Wife of Šumu-iddin"	"T00825"	"BM 92797"		"Baker 2004, no. 179a"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"16.13.20 Darius I"	Darius I	16
"P05911"	P05896	"Child of"	"Child of Inbāya"	"T00828"	"BM 74633"		"Waerzeggers 2014, no. 158"	"Ṣāhit-ginê A"	"Legal document"	"promissory note, with pledge and without interest"	"Susa"	"22.12.30 Darius I"	Darius I	16
"P05896"	P05911	"Mother of"	"Mother of Arad-Bēl"	"T00828"	"BM 74633"		"Waerzeggers 2014, no. 158"	"Ṣāhit-ginê A"	"Legal document"	"promissory note, with pledge and without interest"	"Susa"	"22.12.30 Darius I"	Darius I	16
"P06025"	P05911	"Neighbour of"	"Neighbour of Arad-Bēl"	"T00828"	"BM 74633"		"Waerzeggers 2014, no. 158"	"Ṣāhit-ginê A"	"Legal document"	"promissory note, with pledge and without interest"	"Susa"	"22.12.30 Darius I"	Darius I	16
"P14031"	P05911	"Neighbour of"	"Neighbour of Arad-Bēl"	"T00828"	"BM 74633"		"Waerzeggers 2014, no. 158"	"Ṣāhit-ginê A"	"Legal document"	"promissory note, with pledge and without interest"	"Susa"	"22.12.30 Darius I"	Darius I	16
"P05911"	P14031	"Neighbour of"	"Neighbour of Iddin-Nabû"	"T00828"	"BM 74633"		"Waerzeggers 2014, no. 158"	"Ṣāhit-ginê A"	"Legal document"	"promissory note, with pledge and without interest"	"Susa"	"22.12.30 Darius I"	Darius I	16
"P05911"	P06025	"Neighbour of"	"Neighbour of Ina-tēšî-ēṭir"	"T00828"	"BM 74633"		"Waerzeggers 2014, no. 158"	"Ṣāhit-ginê A"	"Legal document"	"promissory note, with pledge and without interest"	"Susa"	"22.12.30 Darius I"	Darius I	16
"P01624"	P00764	"Master of"	"Master of Itti-Bēl-gūzu"	"T00829"	"VAT 362"		"Baker 2004, no. 180"	"Nappāhu"	"Legal document"	"bond"	"Babylon"	"25.13.20 Darius I"	Darius I	16
"P00764"	P01624	"Slave of"	"Slave of Šumu-iddin"	"T00829"	"VAT 362"		"Baker 2004, no. 180"	"Nappāhu"	"Legal document"	"bond"	"Babylon"	"25.13.20 Darius I"	Darius I	16
"P05896"	P14575	"Master of"	"Master of Šumahūa"	"T00830"	"BM 74548"		"Waerzeggers 2014, no. 159"	"Ṣāhit-ginê A"	"Legal document"	"promissory note, with antichretic pledge"	"Susa"	"05.1.31 Darius I"	Darius I	16
"P14575"	P05896	"Subordinate of"	"Subordinate of Inbāya"	"T00830"	"BM 74548"		"Waerzeggers 2014, no. 159"	"Ṣāhit-ginê A"	"Legal document"	"promissory note, with antichretic pledge"	"Susa"	"05.1.31 Darius I"	Darius I	16
"P14164"	P05896	"Child of"	"Child of Inbāya"	"T00831"	"BM 74556"		"Waerzeggers 2014, no. 160"	"Ṣāhit-ginê A"	"Legal document"	"promissory note"	"Tubbia"	"02.2.31 Darius I"	Darius I	16
"P05896"	P14164	"Mother of"	"Mother of Nabû-balāssu-iqbi"	"T00831"	"BM 74556"		"Waerzeggers 2014, no. 160"	"Ṣāhit-ginê A"	"Legal document"	"promissory note"	"Tubbia"	"02.2.31 Darius I"	Darius I	16
"P04795"	P03046	"Child of"	"Child of Nūptāya"	"T00835"	"VAT 85"		"Baker 2004, no. 181a"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"25.12.12 Nabonidus"	Nabonidus	10
"P03910"	P05293	"Master of"	"Master of Lugalmarada-tukultu"	"T00835"	"VAT 85"		"Baker 2004, no. 181a"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"25.12.12 Nabonidus"	Nabonidus	10
"P04795"	P05293	"Master of"	"Master of Lugalmarada-tukultu"	"T00835"	"VAT 85"		"Baker 2004, no. 181a"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"25.12.12 Nabonidus"	Nabonidus	10
"P03046"	P04795	"Mother of"	"Mother of Mīnu-Bēl-dān"	"T00835"	"VAT 85"		"Baker 2004, no. 181a"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"25.12.12 Nabonidus"	Nabonidus	10
"P05293"	P04795	"Slave of"	"Slave of Mīnu-Bēl-dān"	"T00835"	"VAT 85"		"Baker 2004, no. 181a"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"25.12.12 Nabonidus"	Nabonidus	10
"P05293"	P03910	"Slave of"	"Slave of Šūzubu"	"T00835"	"VAT 85"		"Baker 2004, no. 181a"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"25.12.12 Nabonidus"	Nabonidus	10
"P05959"	P05893	"Child of"	"Child of Marduk-rēmanni"	"T00838"	"Peek 12"		"Waerzeggers 2014, no. 165"	"Ṣāhit-ginê A"	"Legal document"	"summons"	"Sippar"	"24.6.34 Darius I"	Darius I	16
"P05893"	P05959	"Father of"	"Father of Bēl-bullissu"	"T00838"	"Peek 12"		"Waerzeggers 2014, no. 165"	"Ṣāhit-ginê A"	"Legal document"	"summons"	"Sippar"	"24.6.34 Darius I"	Darius I	16
"P02152"	P22719	"Agent of"	"Agent of Bazuzu"	"T00840"	"BM 33954"		"Abraham 2004, no. 79"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note"	"Babylon"	"25.4.12 Darius I"	Darius I	16
"P22719"	P02152	"Represented by"	"Represented by Libluṭ"	"T00840"	"BM 33954"		"Abraham 2004, no. 79"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note"	"Babylon"	"25.4.12 Darius I"	Darius I	16
"P14138"	P06061	"Neighbour of"	"Neighbour of Adad-ahu-iddin"	"T00841"	"BM 74525"		"Waerzeggers 2014, no. 167"	"Ṣāhit-ginê A"	"Legal document"	"lease contract"	"Sippar"	"21.3.35 Darius I"	Darius I	16
"P06061"	P14138	"Neighbour of"	"Neighbour of Libluṭ"	"T00841"	"BM 74525"		"Waerzeggers 2014, no. 167"	"Ṣāhit-ginê A"	"Legal document"	"lease contract"	"Sippar"	"21.3.35 Darius I"	Darius I	16
"P05959"	P05896	"Child of"	"Child of Inbāya"	"T00842"	"MLC 1744"		"Waerzeggers 2014, no. 168"	"Ṣāhit-ginê A"	"Legal document"	"receipt"	"Babylon"	"27.3.35 Darius I"	Darius I	16
"P05896"	P05959	"Mother of"	"Mother of Bēl-bullissu"	"T00842"	"MLC 1744"		"Waerzeggers 2014, no. 168"	"Ṣāhit-ginê A"	"Legal document"	"receipt"	"Babylon"	"27.3.35 Darius I"	Darius I	16
"P13436"	P13167	"Child of"	"Child of Amtia"	"T00843"	"BM 74552"		"Waerzeggers 2014, no. 169"	"Ṣāhit-ginê A"	"Legal document"	"promissory note"	"Sippar"	"03.10.35 Darius I"	Darius I	16
"P13436"	P14764	"Child of"	"Child of Šamaš-erība"	"T00843"	"BM 74552"		"Waerzeggers 2014, no. 169"	"Ṣāhit-ginê A"	"Legal document"	"promissory note"	"Sippar"	"03.10.35 Darius I"	Darius I	16
"P14764"	P13436	"Father of"	"Father of Bēl-iddin"	"T00843"	"BM 74552"		"Waerzeggers 2014, no. 169"	"Ṣāhit-ginê A"	"Legal document"	"promissory note"	"Sippar"	"03.10.35 Darius I"	Darius I	16
"P13167"	P13436	"Mother of"	"Mother of Bēl-iddin"	"T00843"	"BM 74552"		"Waerzeggers 2014, no. 169"	"Ṣāhit-ginê A"	"Legal document"	"promissory note"	"Sippar"	"03.10.35 Darius I"	Darius I	16
"P14753"	P14850	"Subordinate of"	"Subordinate of Šamšāya"	"T00843"	"BM 74552"		"Waerzeggers 2014, no. 169"	"Ṣāhit-ginê A"	"Legal document"	"promissory note"	"Sippar"	"03.10.35 Darius I"	Darius I	16
"P14850"	P14753	"Superior of"	"Superior of Šamaš-ahu-ittannu"	"T00843"	"BM 74552"		"Waerzeggers 2014, no. 169"	"Ṣāhit-ginê A"	"Legal document"	"promissory note"	"Sippar"	"03.10.35 Darius I"	Darius I	16
"P05542"	P05296	"Child of"	"Child of Mannu-idassu-īde"	"T00847"	"VAT 119"		"Baker 2004, no. 182"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"24.9. Cambyses"	Cambyses	12
"P04486"	P01570	"Husband of"	"Husband of Ninlil-ēṭirat"	"T00847"	"VAT 119"		"Baker 2004, no. 182"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"24.9. Cambyses"	Cambyses	12
"P01570"	P05296	"Master of"	"Master of Mannu-idassu-īde"	"T00847"	"VAT 119"		"Baker 2004, no. 182"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"24.9. Cambyses"	Cambyses	12
"P04486"	P05296	"Master of"	"Master of Mannu-idassu-īde"	"T00847"	"VAT 119"		"Baker 2004, no. 182"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"24.9. Cambyses"	Cambyses	12
"P04750"	P05296	"Master of"	"Master of Mannu-idassu-īde"	"T00847"	"VAT 119"		"Baker 2004, no. 182"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"24.9. Cambyses"	Cambyses	12
"P01570"	P05542	"Master of"	"Master of Ša-pî-kalbi"	"T00847"	"VAT 119"		"Baker 2004, no. 182"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"24.9. Cambyses"	Cambyses	12
"P04486"	P05542	"Master of"	"Master of Ša-pî-kalbi"	"T00847"	"VAT 119"		"Baker 2004, no. 182"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"24.9. Cambyses"	Cambyses	12
"P04750"	P05542	"Master of"	"Master of Ša-pî-kalbi"	"T00847"	"VAT 119"		"Baker 2004, no. 182"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"24.9. Cambyses"	Cambyses	12
"P05296"	P05542	"Mother of"	"Mother of Ša-pî-kalbi"	"T00847"	"VAT 119"		"Baker 2004, no. 182"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"24.9. Cambyses"	Cambyses	12
"P05296"	P04486	"Slave of"	"Slave of Iddin-Nabû"	"T00847"	"VAT 119"		"Baker 2004, no. 182"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"24.9. Cambyses"	Cambyses	12
"P05542"	P04486	"Slave of"	"Slave of Iddin-Nabû"	"T00847"	"VAT 119"		"Baker 2004, no. 182"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"24.9. Cambyses"	Cambyses	12
"P05296"	P01570	"Slave of"	"Slave of Ninlil-ēṭirat"	"T00847"	"VAT 119"		"Baker 2004, no. 182"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"24.9. Cambyses"	Cambyses	12
"P05542"	P01570	"Slave of"	"Slave of Ninlil-ēṭirat"	"T00847"	"VAT 119"		"Baker 2004, no. 182"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"24.9. Cambyses"	Cambyses	12
"P05296"	P04750	"Slave of"	"Slave of Ša-pî-kalbi"	"T00847"	"VAT 119"		"Baker 2004, no. 182"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"24.9. Cambyses"	Cambyses	12
"P05542"	P04750	"Slave of"	"Slave of Ša-pî-kalbi"	"T00847"	"VAT 119"		"Baker 2004, no. 182"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"24.9. Cambyses"	Cambyses	12
"P01570"	P04486	"Wife of"	"Wife of Iddin-Nabû"	"T00847"	"VAT 119"		"Baker 2004, no. 182"	"Nappāhu"	"Legal document"	"purchase"	"Babylon"	"24.9. Cambyses"	Cambyses	12
"P05305"	P04942	"Broken/Unclear"	"Broken/Unclear Anonymous"	"T00853"	"VAT 126+"		"Baker 2004, no. 183a"	"Nappāhu"	"Legal document"	"dispute-related"	"Babylon"	"4.2.1 Darius I"	Darius I	16
"P04942"	P05305	"Broken/Unclear"	"Broken/Unclear Marduk-šāpik-zēri"	"T00853"	"VAT 126+"		"Baker 2004, no. 183a"	"Nappāhu"	"Legal document"	"dispute-related"	"Babylon"	"4.2.1 Darius I"	Darius I	16
"P00740"	P05401	"Master of"	"Master of Nabû-ittannu"	"T00853"	"VAT 126+"		"Baker 2004, no. 183a"	"Nappāhu"	"Legal document"	"dispute-related"	"Babylon"	"4.2.1 Darius I"	Darius I	16
"P04942"	P05401	"Master of"	"Master of Nabû-ittannu"	"T00853"	"VAT 126+"		"Baker 2004, no. 183a"	"Nappāhu"	"Legal document"	"dispute-related"	"Babylon"	"4.2.1 Darius I"	Darius I	16
"P05191"	P05401	"Master of"	"Master of Nabû-ittannu"	"T00853"	"VAT 126+"		"Baker 2004, no. 183a"	"Nappāhu"	"Legal document"	"dispute-related"	"Babylon"	"4.2.1 Darius I"	Darius I	16
