Tablet ID	Orig Tablet ID	Museum nr	Excavation_NR	Publication	Archive	Text type	Subtype	Main Objects	Place of writing	Babylonian date (D.M.Y King)	Julian date	Comments	CDLI	BM	Nabucco	Achemenet	Oracc	Author	Attestation ids	Orig. Attestation ids	
T01316	1316	BM 30448		Abraham 2004, no. 129	Egibi Nūr-Sîn	Legal document	summons	"alpu (cattle); kaspu (silver); suluppū (dates); u’iltu (promissory note); uṭṭatu (barley)"	Babylon	8.10.20 Darius I	502	The duplicate BM 33962 is published in Abraham 2004, no. 81.    The debtor Bēl-upahhir has to show to Marduk-nāṣir-apli the receipts of what he has paid to the creditor Madānu-Bēl-uṣur.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-175	https://nabucco.arts.kuleuven.be/item/31840	http://www.achemenet.com/fr/item/?/3349245==Strassmaier%20--Inschriften%20von%20Darius&l=a&c=1&t=1.4/6/96/1/1663502	-	Maarja Seire (11/06/2018)	"""A10571; A10574; A10577; A10580; A10583; A10586; A10589; A10592; A10598; A10601; A10604; A10610; A10613; A10616"""	"10571; 10574; 10577; 10580; 10583; 10586; 10589; 10592; 10598; 10601; 10604; 10610; 10613; 10616"	
T01319	1319	BM 41438		Abraham 2004, no. 130	Egibi Nūr-Sîn	Legal document	promissory note	"darīku (pressed dates); ebūru (harvest); eqlu (field); gipû (date basket); haṣāru (enclosure, storehouse); imittu (assessed rent); libbu (heart of date palm); mangāgu (date palm fibres); mušannītu (dam); šissinnu (gardener’s remuneration); suluppū (dates); tuhallu (palm-leaf basket); zittu (share)"	Bīt-Ṭāb-Bēl	17.8.21 Darius I	501		-	https://www.britishmuseum.org/collection/object/W_1881-0625-49	https://nabucco.arts.kuleuven.be/item/31981	http://www.achemenet.com/fr/item/?/3349245==Strassmaier%20--Inschriften%20von%20Darius&l=a&c=1&t=1.4/6/96/1/1663911	-	Maarja Seire (11/06/2018)	"""A10658; A10661; A10664; A10667; A10673; A10676; A10679; A10685; A10688; A10691"""	"10658; 10661; 10664; 10667; 10673; 10676; 10679; 10685; 10688; 10691"	
T01322	1322	MMA 86.11.401		CTMMA 3, no. 15	Esagilāya A	Legal document	promissory note	"maškattu (storehouse); uṭṭatu (barley)"	Broken/Unclear	NN	-	Fragmentary	https://cdli.ucla.edu/P412293					Lidewij van de Peut (11/06/2018)	"""A10694; A10697; A10700; A10706; A10832; A10838; A10859"""	"10694; 10697; 10700; 10706; 10832; 10838; 10859"	
T01325	1325	BM 30822		Abraham 2004, no. 131	Egibi Nūr-Sîn	Legal document	promissory note	"bītu (house); broken/unclear; himētu (ghee); kaspu peṣû nuhhutu (white scrap silver); nēsepu (container); qaqqadu (capital); u’iltu (promissory note); uṭṭatu (barley)"	Bīt-Ṭāb-Bēl	3.3.22 Darius I	500		-	https://www.britishmuseum.org/collection/object/W_1876-1117-549	https://nabucco.arts.kuleuven.be/item/32251	http://www.achemenet.com/fr/item/?/3349245==Strassmaier%20--Inschriften%20von%20Darius&l=a&c=1&t=1.4/6/96/1/1664228	-	Maarja Seire (11/06/2018)	"""A10712; A10715; A10721; A10724; A10727; A10730; A10733; A10736; A10739; A10742; A10745; A10748; A10751; A10754"""	"10712; 10715; 10721; 10724; 10727; 10730; 10733; 10736; 10739; 10742; 10745; 10748; 10751; 10754"	
T01328	1328	BM 30938		Abraham 2004, no. 132	Egibi Nūr-Sîn	Legal document	receipt	"eqlu (field); imittu (assessed rent); suluppū (dates); zittu (share)"	Not mentioned	20.3.22 Darius I	500	Note the comment at Abraham 2004, p. 448 about the differences on the duplicates (i.e. one line missing).	-	https://www.britishmuseum.org/collection/object/W_1876-1117-665	https://nabucco.arts.kuleuven.be/item/32386	http://www.achemenet.com/fr/item/?/3349245==Strassmaier%20--Inschriften%20von%20Darius&l=a&c=1&t=1.4/6/96/1/1664251	-	Maarja Seire (11/06/2018)	"""A10760; A10763; A10766; A10769; A10772; A10775; A10784; A10790; A10793; A10799; A10811; A10814; A10817"""	"10760; 10763; 10766; 10769; 10772; 10775; 10784; 10790; 10793; 10799; 10811; 10814; 10817"	
T01331	1331	BM 42577		Jursa 1999, pp. 210f.	Šangû-Šamaš A	Legal document	receipt	"ilku (corvée); kaspu peṣû (white silver)"	Sippar	19.1. Darius I	-		-	https://www.britishmuseum.org/collection/object/W_1881-0701-337	https://nabucco.arts.kuleuven.be/item/32872	http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/autres-archives-privees/1327855	-	Julia Giessler (11/06/2018)	"""A10778; A10781; A10787; A10796; A10802; A10805; A10808"""	"10778; 10781; 10787; 10796; 10802; 10805; 10808"	
T01334	1334	BM 42578		Jursa 1999, p. 211	Šangû-Šamaš A	Legal document	extra witness (ana šībūti, ana mukinnūti)	"Ebabbar bīt Šamaš (temple of Šamaš in Sippar); nuhatimmūtu (baker’s prebend); other"	Sippar	17.11. Darius I	-	The document records that Nabû-aplu-iddin was an extra witness (ana mukinnūtu) at a previous transaction, probably the purchase of a prebend, though it could also be a prebendary work contract.	-	https://www.britishmuseum.org/collection/object/W_1881-0701-338	https://nabucco.arts.kuleuven.be/item/32839	http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/autres-archives-privees/1328083	-	Julia Giessler (11/06/2018)	"""A10820; A10823; A10826; A10829; A10862; A10865; A10868; A10871; A10874"""	"10820; 10823; 10826; 10829; 10862; 10865; 10868; 10871; 10874"	
T01337	1337	BM 30668		Dar 534	Egibi Nūr-Sîn	Legal document	NN	NN	Not mentioned	20.3.22 Darius I	500	See the duplicate BM 30938 (Abraham 2004, no. 132).     Note the comment at Abraham 2004, p. 448 about the differences on the duplicates (i.e. one line missing on one).	-	https://www.britishmuseum.org/collection/object/W_1876-1117-395	https://nabucco.arts.kuleuven.be/item/32116	http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-egibi/1664068		Maarja Seire (11/06/2018)	NN	NN	
T01340	1340	BM 30661		Abraham 2004, no. 133	Egibi Nūr-Sîn	Legal document	promissory note	kaspu peṣû bitqu nuhhutu (white scrap silver with 1/8 alloy)	Babylon	12.4.21 Darius I	after 501		-	https://www.britishmuseum.org/collection/object/W_1876-1117-388	https://nabucco.arts.kuleuven.be/item/32521	http://www.achemenet.com/en/item/?/3349245==Strassmaier%20--Inschriften%20von%20Darius&1087349=544&l=a&c=1&t=1.4/1/24/1/1664297	-	Maarja Seire (11/06/2018)	"""A10835; A10841; A10844; A10847; A10850; A10853; A10856"""	"10835; 10841; 10844; 10847; 10850; 10853; 10856"	
T01343	1343	MMA 86.11.196		CTMMA 3, no. 16	Esagilāya A	Legal document	promissory note	broken/unclear	Babylon	22.2.5 Nabonidus	551	The final clause mentioning the month in which certain goods(?) need to be delivered, suggests that this is a promissory note.	https://cdli.ucla.edu/P412294					Lidewij van de Peut (11/06/2018)	"""A10877; A10880; A10883; A10889; A10892; A10895"""	"10877; 10880; 10883; 10889; 10892; 10895"	
T01346	1346	BM 42591+		Jursa 1999, p. 212	Šangû-Šamaš A	Legal document	"oath; promissory note"	"nikkassu (account); rīhtu/rīhitu (remainder, rest); suluppū (dates); u’iltu (promissory note)"	Broken/Unclear	NN	-	The promissory note ends with a badly preserved oath sworn by the debtor concerning dates.	-	https://www.britishmuseum.org/collection/object/W_1881-0701-351	https://nabucco.arts.kuleuven.be/item/32809	http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/autres-archives-privees/1327900	-	Julia Giessler (11/06/2018)	"""A10886; A10898; A10901; A10904; A10907; A10910"""	"10886; 10898; 10901; 10904; 10907; 10910"	
T01349	1349	MMA 86.11.308		CTMMA 3, no. 17	Esagilāya A	Legal document	settlement of accounts	"bītu (house); broken/unclear; kaspu (silver); suluppū (dates); u’iltu (promissory note); uṭṭatu (barley)"	Babylon	10.6.6 Nabonidus	550	The document prescribes that Zēria has to give Nabû-aplu-iddin all the promissory notes documenting debts of Nabû-aplu-iddin to Zēria. He needs to do this because Nabû-aplu-iddin gave Ea-iddin and Ner[gal-...] that what Zēria owed them. As a consequence Nabû-aplu-iddin no longer owes any silver, barley, or dates to Zēria.    The drawing on the left edge is similar to the drawing on the reverse of MMA 86.11.207 (CTMMA 3, 13).	https://cdli.ucla.edu/P412295					Lidewij van de Peut (11/06/2018)	"""A10913; A10916; A10934; A10946; A10949; A10952; A10955; A10958; A10961"""	"10913; 10916; 10934; 10946; 10949; 10952; 10955; 10958; 10961"	
T01352	1352	BM 42594		Jursa 1999, p. 213	Šangû-Šamaš A	Administrative document	incoming	broken/unclear	Broken/Unclear	.0.24 Darius I	[498/497]?	Multiple payments are listed in this fragmentary document.	-	https://www.britishmuseum.org/collection/object/W_1881-0701-355	https://nabucco.arts.kuleuven.be/item/32779	http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/autres-archives-privees/1327903	-	Julia Giessler (11/06/2018)	"""A10919; A10922; A10925; A10928; A10931; A10937; A10940; A10943; A17560"""	"10919; 10922; 10925; 10928; 10931; 10937; 10940; 10943; 17560"	
T01355	1355	BM 42601+		Jursa 1999, pp. 213f.	Šangû-Šamaš A	Legal document	promissory note	"biltu ša huṣābi (load of palm-frond ribs); broken/unclear; eqlu (field); gipû (date basket); hābu (fodder from dates); harrān šarri (king's street); imittu (assessed rent); kaspu (silver); suluppū (dates); tuhallu (palm-leaf basket)"	Sippar	.6.24 Darius I	498		-	https://www.britishmuseum.org/collection/object/W_1881-0701-362	https://nabucco.arts.kuleuven.be/item/33235	http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/autres-archives-privees/1328005	-	Julia Giessler (11/06/2018)	"""A10964; A11129; A11138; A11147; A11153; A11168; A11180; A11204"""	"10964; 11129; 11138; 11147; 11153; 11168; 11180; 11204"	
T01358	1358	CBS 12879		Stolper 1985, no. 78	Murašû	Legal document	promissory note, with pledge and without interest	"bīt qašti (bow land); eqlu zaqpu u pî šulpi (field planted with palm trees and grain); maškanu (pledge); suluppū (dates)"	Nippur	7.8.41 Artaxerxes I	424	The tablet possibly bears fingernails impressions. 	https://cdli.ucla.edu/P267480			http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3490833		Rieneke Sonnevelt (12/06/2018)	"""A11045; A11048; A11051; A11054; A11057; A11060; A11063; A11066; A11069"""	"11045; 11048; 11051; 11054; 11057; 11060; 11063; 11066; 11069"	
T01361	1361	CBS 12989+		Stolper 1985, no. 79	Murašû	Legal document	promissory note, with pledge and without interest	"bīt qašti (bow land); eqlu zaqpu u pî šulpi (field planted with palm trees and grain); haṣāru (enclosure, storehouse); maškanu (pledge); suluppū (dates)"	Nippur	.0.39 Artaxerxes I	426/425	Aramaic epigraph reads: [š]ṭr […] ’llhtn - Document [...] Enlil-hātin.	https://cdli.ucla.edu/P267593			http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3490836		Rieneke Sonnevelt (12/06/2018)	"""A11072; A11075; A11078; A11081; A11084; A11087; A11090; A11093; A11096; A11105; A11111; A11117; A11120"""	"11072; 11075; 11078; 11081; 11084; 11087; 11090; 11093; 11096; 11105; 11111; 11117; 11120"	
T01364	1364	MMA 86.11.333		CTMMA 3, no. 18	Esagilāya A	Legal document	"broken/uncertain; receipt"	"broken/unclear; kaspu (silver)"	Babylon	13.8. Nabonidus	-	Fragmentary. According to Spar and von Dassow 2000, pp. 42f. this is a quittance or a promissory note. In any case the document ends with a record of the receipt of something (possibly silver) given by Nabû-aplu-iddin to a woman.	https://cdli.ucla.edu/P412296					Lidewij van de Peut (12/06/2018)	"""A11099; A11102; A11108; A11114; A11123; A11126"""	"11099; 11102; 11108; 11114; 11123; 11126"	
T01367	1367	MMA 86.11.230		CTMMA 3, no. 19	Esagilāya A	Legal document	promissory note, with pledge	"Bēlet Akkad; kirû (orchard); maškanu (pledge); maššartu (prebendary payment); naptanu (meal); pappasu (prebendary income); qallu (slave); qaqqadu (capital); suluppū (dates); u’iltu (promissory note); uṭṭatu (barley)"	Broken/Unclear	25.12. Nabonidus	-		https://cdli.ucla.edu/P412297					Lidewij van de Peut (12/06/2018)	"""A11219; A11222; A11243; A11267; A11270; A11273; A11276"""	"11219; 11222; 11243; 11267; 11270; 11273; 11276"	
T01370	1370	BM 31142		Abraham 2004, no. 134	Egibi Nūr-Sîn	Legal document	bond	"broken/unclear; kaspu peṣû (white silver); šipirtu (letter order; message)"	Babylon	1.11.22 Darius I	500	The background for this bond is a loan (ina pāni). The creditors shall bring a letter order from another man to the debtor, in order to receive the silver from him.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-869	https://nabucco.arts.kuleuven.be/item/32662	http://www.achemenet.com/en/item/?/textual-sources/texts-by-regions/babylonia/babylon/1664480	-	Maarja Seire (12/06/2018)	"""A11132; A11135; A11141; A11144; A11150; A11156; A11159; A11162; A11165"""	"11132; 11135; 11141; 11144; 11150; 11156; 11159; 11162; 11165"	
T01373	1373	BM 31409		Abraham 2004, no. 135	Egibi Nūr-Sîn	Legal document	receipt	"broken/uncertain; idū (wages); kurummatu (ration)"	Broken/Unclear	30.10.23 Darius I	498	The wages and rations are paid for going to Elam for 3 months.   The beginning of each line on the tablet are damaged both on obverse and reverse.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-1136	https://nabucco.arts.kuleuven.be/item/30592	http://www.achemenet.com/fr/item/?/3349245==Strassmaier%20--Inschriften%20von%20Darius&l=a&c=1&t=1.4/6/96/1/1664936	-	Maarja Seire (12/06/2018)	"""A11171; A11174; A11177; A11183; A11186; A11189; A11192; A11195; A11198; A11201"""	"11171; 11174; 11177; 11183; 11186; 11189; 11192; 11195; 11198; 11201"	
T01379	1379	BM 30453		Abraham 2004, no. 136	Egibi Nūr-Sîn	Legal document	bond	"kaspu (silver); kaspu peṣû (white silver); šipirtu (letter order; message)"	Pāni-abul-Enlil	1.11.23 Darius I	498	The background for this bond is a loan (ina pāni). The creditors shall bring a letter order from another man to the debtor, in order to receive the silver from him.	-	-	https://nabucco.arts.kuleuven.be/item/30730	http://www.achemenet.com/fr/item/?/3349245==Strassmaier%20--Inschriften%20von%20Darius&l=a&c=1&t=1.4/6/96/1/1664959	-	Maarja Seire (12/06/2018)	"""A11207; A11210; A11213; A11216; A11225; A11228; A11231; A11234; A11237; A11240"""	"11207; 11210; 11213; 11216; 11225; 11228; 11231; 11234; 11237; 11240"	
T01382	1382	BM 42613+		Jursa 1999, pp. 214f.	Šangû-Šamaš A	Legal document	prebendary work contract	"Aya; bīt Bēlet Sippar (temple of the lady of Sippar); Ebabbar (temple of Šamaš in Sippar); naptanu (meal); nuhatimmūtu (baker’s prebend); Šamaš; sihirtu (enclosure, circumference)"	Broken/Unclear	NN	-		-	https://www.britishmuseum.org/collection/object/W_1881-0701-374	https://nabucco.arts.kuleuven.be/item/33202	http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/autres-archives-privees/1328098	-	Julia Giessler (12/06/2018)	"""A11261; A11264"""	"11261; 11264"	
T01385	1385	BM 31427		Abraham 2004, no. 137	Egibi Nūr-Sîn	Legal document	receipt	"eleppu (boat); idū (rent); kaspu peṣû bitqu nuhhutu (white scrap silver with 1/8 alloy)"	Babylon	22.11.23 Darius I	498	The witness list and the scribe's name are broken off.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-1154	https://nabucco.arts.kuleuven.be/item/30871	http://www.achemenet.com/fr/item/?/3349245==Strassmaier%20--Inschriften%20von%20Darius&l=a&c=1&t=1.4/6/96/1/1665027	-	Maarja Seire (12/06/2018)	"""A11246; A11249; A11252; A11255; A11258"""	"11246; 11249; 11252; 11255; 11258"	
T01388	1388	BM 42616+		Jursa 1999, p. 215	Šangû-Šamaš A	Administrative document	letter order	"Marduk; pappasu (prebendary income); Šamaš; Ṣarpanītu; sattukku (type of offering); sirāšûtu (brewer’s prebend); suluppū (dates); ṭuppu (tablet, record)"	Sippar	10.2.20 Darius I	502		-	https://www.britishmuseum.org/collection/object/W_1881-0701-377	https://nabucco.arts.kuleuven.be/item/33169	http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/autres-archives-privees/1328131	-	Julia Giessler (12/06/2018)	"""A11279; A11282; A11288; A11291; A11297; A11309; A11318; A11324"""	"11279; 11282; 11288; 11291; 11297; 11309; 11318; 11324"	
T01391	1391	BM 30720		Abraham 2004, no. 138	Egibi Nūr-Sîn	Legal document	receipt	"broken/unclear; kaspu (silver); kaspu peṣû (white silver); rēhu (remainder, outstanding obligation)"	Babylon	.11.23 Darius I	499/498		-	https://www.britishmuseum.org/collection/object/W_1876-1117-447	https://nabucco.arts.kuleuven.be/item/31009	http://www.achemenet.com/fr/item/?/3349245==Strassmaier%20--Inschriften%20von%20Darius&l=a&c=1&t=1.4/7/96/1/1665050	-	Maarja Seire (12/06/2018)	"""A11285; A11294; A11300; A11303; A11306; A11312; A11315; A11321"""	"11285; 11294; 11300; 11303; 11306; 11312; 11315; 11321"	
T01394	1394	BM 42618		Jursa 1999, pp. 215f.	Šangû-Šamaš A	Administrative document	broken	"broken/unclear; kunāšu (emmer); rēhu (remainder, outstanding obligation)"	Broken/Unclear	NN	-	Very fragmentary.	-	https://www.britishmuseum.org/collection/object/W_1881-0701-379	https://nabucco.arts.kuleuven.be/item/33136	http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/autres-archives-privees/1327957	-	Julia Giessler (12/06/2018)	"""A11396; A11399"""	"11396; 11399"	
T01397	1397	MMA 86.11.340		CTMMA 3, no. 20	Esagilāya A	Legal document	promissory note	"billatu (beer); Ištar Bēlet Akkad; maššartu (prebendary payment); naptanu (meal); qaqqadu (capital); šīmu (price); uṭṭatu (barley)"	Broken/Unclear	.0. Nabonidus	-	The document is related to MMA 86.11.230 (CTMMA 3, 19)	https://cdli.ucla.edu/P412298					Lidewij van de Peut (12/06/2018)	"""A11327; A11330; A11333; A11336; A11339"""	"11327; 11330; 11333; 11336; 11339"	
T01400	1400	MMA 86.11.380		CTMMA 3, no. 21	Esagilāya A	Administrative document	unclear	"broken/unclear; Ištar of Akkad"	Not mentioned	NN	-	According to Spar and von Dassow 2000 (CTMMA 3), pp. 47f. the document records the receipt of goods by the temple from Nabû-aplu-iddin. However, Nabû-aplu-iddin's role is unclear. He might function as a witness (van Driel) or the document could record the disbursement of goods to Nabû-aplu-iddin. Besides Nabû-aplu-iddin, an official seems to be mentioned in obv. 2: šá {{lú}}ŠU PA A PI{{?}}.	https://cdli.ucla.edu/P412299					Lidewij van de Peut (12/06/2018)	"""A11369; A11372"""	"11369; 11372"	
T01403	1403	BM 42619		Jursa 1999, p. 216	Šangû-Šamaš A	Legal document	promissory note	"kibtu (wheat); uṭṭatu (barley)"	Sippar	02.8. Darius I	-		-	https://www.britishmuseum.org/collection/object/W_1881-0701-380	https://nabucco.arts.kuleuven.be/item/33106	http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/autres-archives-privees/1327789	-	Julia Giessler (12/06/2018)	"""A11408; A11411; A11414; A11417; A11420; A11423; A17629"""	"11408; 11411; 11414; 11417; 11420; 11423; 17629"	
